Severity,Description,Title,FileName,LineNumber,Line
2,High,"De-Activation of 'magic_quotes'","The application appears to de-activate the use of 'magic_quotes', greatly increasing the risk of SQL injection.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\php.ini,2,"magic_quotes_gpc = Off",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vendor\autoload.php,14,"            echo $err;",False,"LawnGreen"
2,High,"User Controlled Variable Used on System Command Line","The application appears to allow the use of an unvalidated user-controlled variable when executing a command.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\view_help.php,20,"		eval( '?>' . file_get_contents( DVWA_WEB_PAGE_TO_ROOT . ""vulnerabilities/{$id}/help/help.php"" ) . '<?php ' );",False,"LawnGreen"
2,High,"User Controlled Variable Used on System Command Line","The application appears to allow the use of an unvalidated user-controlled variable when executing a command.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\view_help.php,22,"		eval( '?>' . file_get_contents( DVWA_WEB_PAGE_TO_ROOT . ""vulnerabilities/{$id}/help/help.{$locale}.php"" ) . '<?php ' );",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\view_source.php,61,"	$source = str_replace( array( '$html .=' ), array( 'echo' ), $source );",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\view_source_all.php,15,"	$lowsrc = str_replace( array( '$html .=' ), array( 'echo' ), $lowsrc);",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\view_source_all.php,19,"	$medsrc = str_replace( array( '$html .=' ), array( 'echo' ), $medsrc);",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\view_source_all.php,23,"	$highsrc = str_replace( array( '$html .=' ), array( 'echo' ), $highsrc);",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\view_source_all.php,27,"	$impsrc = str_replace( array( '$html .=' ), array( 'echo' ), $impsrc);",False,"LawnGreen"
3,Medium,"Application Variable Used on System Command Line","The application appears to allow the use of an unvalidated variable when executing a command. Carry out a manual check to determine whether the variable is user-controlled.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\dvwa\includes\dvwaPage.inc.php,291,"		$menuBlocks[ 'vulnerabilities' ][] = array( 'id' => 'exec', 'name' => 'Command Injection', 'url' => 'vulnerabilities/exec/' );",False,"LawnGreen"
2,High,"Comment Appears to Contain Password","The comment appears to include a password. If the password is valid then it could allow access to unauthorised users.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\dvwa\includes\dvwaPage.inc.php,571,"$dbconn = pg_connect(""host={$_DVWA[ 'db_server' ]} dbname={$_DVWA[ 'db_database' ]} user={$_DVWA[ 'db_user' ]} password={$_DVWA[ 'db_password' ])}""",False,"LawnGreen"
3,Medium,"Application Variable Used on System Command Line","The application appears to allow the use of an unvalidated variable when executing a command. Carry out a manual check to determine whether the variable is user-controlled.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\dvwa\includes\dvwaPage.inc.php,670,"$DVWAOS           = 'Operating system: <em>' . ( strtoupper( substr (PHP_OS, 0, 3)) === 'WIN' ? 'Windows' : '*nix' ) . '</em>';",False,"LawnGreen"
3,Medium,"Application Variable Used on System Command Line","The application appears to allow the use of a variable within backticks, allowing commandline execution. Carry out a manual check to determine whether the variable is user-controlled.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\dvwa\includes\Parsedown.php,1036,"            preg_match_all('/(?:(\\\\[|])|[^|`]|`[^`]++`|`)++/', $row, $matches);",False,"LawnGreen"
5,Low,"Variable Used as FileName","The application appears to use a variable name in order to define a filename used by the application. It is unclear whether this variable can be controlled by the user - carry out a manual inspection to confirm.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\external\recaptcha\recaptchalib.php,28,"		$result  = file_get_contents($url, false, $context);",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\hackable\flags\fi.php,17,"echo $line3 . ""\n\n<br /><br />\n"";",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\hackable\flags\fi.php,20,"echo base64_decode( $line4 );",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vendor\composer\ClassLoader.php,460,"Search for Hack files if we are running on HHVM",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vendor\composer\platform_check.php,19,"            echo 'Composer detected issues in your platform:' . PHP_EOL.PHP_EOL . str_replace('You are running '.PHP_VERSION.'.', '', implode(PHP_EOL, $issues)) . PHP_EOL.PHP_EOL;",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\csrf\index.php,82,"hacks.mozilla.org/2020/08/changes-to-samesite-cookie-behavior/'>Firefox</a></li>",False,"LawnGreen"
3,Medium,"Application Variable Used on System Command Line","The application appears to allow the use of an unvalidated variable when executing a command. Carry out a manual check to determine whether the variable is user-controlled.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\exec\index.php,10,"$page[ 'page_id' ] = 'exec';",False,"LawnGreen"
3,Medium,"Application Variable Used on System Command Line","The application appears to allow the use of an unvalidated variable when executing a command. Carry out a manual check to determine whether the variable is user-controlled.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\exec\index.php,11,"$page[ 'help_button' ]   = 'exec';",False,"LawnGreen"
3,Medium,"Application Variable Used on System Command Line","The application appears to allow the use of an unvalidated variable when executing a command. Carry out a manual check to determine whether the variable is user-controlled.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\exec\index.php,12,"$page[ 'source_button' ] = 'exec';",False,"LawnGreen"
3,Medium,"Application Variable Used on System Command Line","The application appears to allow the use of an unvalidated variable when executing a command. Carry out a manual check to determine whether the variable is user-controlled.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\exec\index.php,32,"require_once DVWA_WEB_PAGE_TO_ROOT . ""vulnerabilities/exec/source/{$vulnerabilityFile}"";",False,"LawnGreen"
5,Low,"Variable Used as FileName","The application appears to use a variable name in order to define a filename used by the application. It is unclear whether this variable can be controlled by the user - carry out a manual inspection to confirm.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\fi\index.php,36,"	include( $file );",False,"LawnGreen"
3,Medium,"Code Appears to Contain Hard-Coded Password","The code may contain a hard-coded password which an attacker could obtain from the source or by dis-assembling the executable. Please manually review the code:",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\sqli\test.php,4,"$password = ""password"";",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\sqli\test.php,12,"	echo $record[""first_name""] ."", "". $record[""password""] .""<br />"";",False,"LawnGreen"
1,Critical,"Potential SQL Injection","The application appears to allow SQL injection via dynamic SQL statements.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\dvwa\includes\DBMS\PGSQL.php,18,"if( !@pg_query($drop_db) ) {",False,"LawnGreen"
1,Critical,"Potential SQL Injection","The application appears to allow SQL injection via dynamic SQL statements.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\dvwa\includes\DBMS\PGSQL.php,25,"if( !@pg_query ( $create_db ) ) {",False,"LawnGreen"
1,Critical,"Potential SQL Injection","The application appears to allow SQL injection via dynamic SQL statements.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\dvwa\includes\DBMS\PGSQL.php,41,"if( !pg_query($drop_table) ) {",False,"LawnGreen"
1,Critical,"Potential SQL Injection","The application appears to allow SQL injection via dynamic SQL statements.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\dvwa\includes\DBMS\PGSQL.php,48,"if( !pg_query( $create_tb ) ) {",False,"LawnGreen"
1,Critical,"Potential SQL Injection","The application appears to allow SQL injection via dynamic SQL statements.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\dvwa\includes\DBMS\PGSQL.php,66,"if( !pg_query( $insert ) ) {",False,"LawnGreen"
1,Critical,"Potential SQL Injection","The application appears to allow SQL injection via dynamic SQL statements.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\dvwa\includes\DBMS\PGSQL.php,77,"if( !@pg_query($drop_table) ) {",False,"LawnGreen"
1,Critical,"Potential SQL Injection","The application appears to allow SQL injection via dynamic SQL statements.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\dvwa\includes\DBMS\PGSQL.php,84,"if( !pg_query( $create_tb_guestbook ) ) {",False,"LawnGreen"
1,Critical,"Potential SQL Injection","The application appears to allow SQL injection via dynamic SQL statements.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\dvwa\includes\DBMS\PGSQL.php,94,"if( !pg_query( $insert ) ) {",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\cryptography\source\check_token_high.php,24,"print $ret;",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\cryptography\source\check_token_impossible.php,24,"print $ret;",False,"LawnGreen"
5,Low,"Variable Used as FileName","The application appears to use a variable name in order to define a filename used by the application. It is unclear whether this variable can be controlled by the user - carry out a manual inspection to confirm.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\cryptography\source\download_ecb_attack.php,5,"$fp = fopen($name, 'rb');",False,"LawnGreen"
5,Low,"Variable Used as FileName","The application appears to use a variable name in order to define a filename used by the application. It is unclear whether this variable can be controlled by the user - carry out a manual inspection to confirm.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\cryptography\source\download_oracle_attack.php,5,"$fp = fopen($name, 'rb');",False,"LawnGreen"
3,Medium,"Code Appears to Contain Hard-Coded Password","The code may contain a hard-coded password which an attacker could obtain from the source or by dis-assembling the executable. Please manually review the code:",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\cryptography\source\low.php,41,"			if ($password == ""Olifant"") {",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\cryptography\source\oracle_attack.php,103,"		print (""Looking at offset $offset for padding $padding\n"");",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\cryptography\source\oracle_attack.php,114,"					print ""Got hit for: "" . $i . ""\n"";",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\cryptography\source\oracle_attack.php,171,"						# print ""IV: "" . byte_array_to_string ($iv) . ""\n"";",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\cryptography\source\oracle_attack.php,172,"						# print ""Zero: "" . byte_array_to_string ($zeroing) . ""\n"";",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\cryptography\source\oracle_attack.php,187,"	print ""Derived IV is: "" . byte_array_to_string ($iv) . ""\n"";",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\cryptography\source\oracle_attack.php,191,"	# print ""Derived IV XOR and zeroing string: "" . byte_array_to_string ($x) . ""\n"";",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\cryptography\source\oracle_attack.php,193,"	print ""Real IV is: "" . byte_array_to_string ($init_iv) . ""\n"";",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\cryptography\source\oracle_attack.php,194,"	print ""Zeroing array is: "" . byte_array_to_string ($zeroing) . ""\n"";",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\cryptography\source\oracle_attack.php,198,"	print ""Decrypted string with padding: "" . byte_array_to_string ($x) . ""\n"";",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\cryptography\source\oracle_attack.php,201,"	print ""Decrypted string without padding: "" . byte_array_to_string ($without_padding) . ""\n"";",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\cryptography\source\oracle_attack.php,213,"	print ""Decrypted string as text: "" . $str . ""\n"";",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\cryptography\source\oracle_attack.php,224,"	print ""New clear text: "" . $new_clear . ""\n"";",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\cryptography\source\oracle_attack.php,235,"	print ""New IV is: "" . byte_array_to_string ($zeroing) . ""\n"";",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\cryptography\source\token_library_high.php,40,"		print ""Clear text token: "" . $token . ""\n"";",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\cryptography\source\xor_theory.php,21,"print ""Clear text\n"" . $clear . ""\n"";",False,"LawnGreen"
3,Medium,"Application Variable Used on System Command Line","The application appears to allow the use of an unvalidated variable when executing a command. Carry out a manual check to determine whether the variable is user-controlled.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\exec\source\high.php,26,"		$cmd = shell_exec( 'ping  ' . $target );",False,"LawnGreen"
3,Medium,"Application Variable Used on System Command Line","The application appears to allow the use of an unvalidated variable when executing a command. Carry out a manual check to determine whether the variable is user-controlled.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\exec\source\high.php,30,"		$cmd = shell_exec( 'ping  -c 4 ' . $target );",False,"LawnGreen"
2,High,"User Controlled Variable Used on System Command Line","The application appears to allow the use of an unvalidated user-controlled variable when executing a command.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\exec\source\impossible.php,22,"			$cmd = shell_exec( 'ping  ' . $target );",False,"LawnGreen"
2,High,"User Controlled Variable Used on System Command Line","The application appears to allow the use of an unvalidated user-controlled variable when executing a command.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\exec\source\impossible.php,26,"			$cmd = shell_exec( 'ping  -c 4 ' . $target );",False,"LawnGreen"
2,High,"User Controlled Variable Used on System Command Line","The application appears to allow the use of an unvalidated user-controlled variable when executing a command.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\exec\source\low.php,10,"		$cmd = shell_exec( 'ping  ' . $target );",False,"LawnGreen"
2,High,"User Controlled Variable Used on System Command Line","The application appears to allow the use of an unvalidated user-controlled variable when executing a command.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\exec\source\low.php,14,"		$cmd = shell_exec( 'ping  -c 4 ' . $target );",False,"LawnGreen"
2,High,"User Controlled Variable Used on System Command Line","The application appears to allow the use of an unvalidated user-controlled variable when executing a command.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\exec\source\medium.php,19,"		$cmd = shell_exec( 'ping  ' . $target );",False,"LawnGreen"
2,High,"User Controlled Variable Used on System Command Line","The application appears to allow the use of an unvalidated user-controlled variable when executing a command.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\exec\source\medium.php,23,"		$cmd = shell_exec( 'ping  -c 4 ' . $target );",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\sqli\source\high.php,29,"			#print $query;",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\sqli\source\high.php,33,"				echo 'Caught exception: ' . $e->getMessage();",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\sqli\source\high.php,47,"				echo ""Error in fetch "".$sqlite_db->lastErrorMsg();",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\sqli\source\low.php,32,"			#print $query;",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\sqli\source\low.php,36,"				echo 'Caught exception: ' . $e->getMessage();",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\sqli\source\low.php,50,"				echo ""Error in fetch "".$sqlite_db->lastErrorMsg();",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\sqli\source\medium.php,28,"			#print $query;",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\sqli\source\medium.php,32,"				echo 'Caught exception: ' . $e->getMessage();",False,"LawnGreen"
3,Medium,"Potential XSS","The application appears to reflect data to the screen with no apparent validation or sanitisation. It was not clear if this variable is controlled by the user.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vulnerabilities\sqli\source\medium.php,46,"				echo ""Error in fetch "".$sqlite_db->lastErrorMsg();",False,"LawnGreen"
5,Low,"Variable Used as FileName","The application appears to use a variable name in order to define a filename used by the application. It is unclear whether this variable can be controlled by the user - carry out a manual inspection to confirm.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vendor\nette\utils\src\Utils\FileSystem.php,84,"$f = @fopen($path, $mode);",False,"LawnGreen"
5,Low,"Variable Used as FileName","The application appears to use a variable name in order to define a filename used by the application. It is unclear whether this variable can be controlled by the user - carry out a manual inspection to confirm.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vendor\nette\utils\src\Utils\FileSystem.php,164,"$content = @file_get_contents($file);",False,"LawnGreen"
5,Low,"Variable Used as FileName","The application appears to use a variable name in order to define a filename used by the application. It is unclear whether this variable can be controlled by the user - carry out a manual inspection to confirm.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vendor\nette\utils\src\Utils\Finder.php,451,"					? glob($base, GLOB_NOSORT | GLOB_ONLYDIR | GLOB_NOESCAPE)",False,"LawnGreen"
5,Low,"Variable Used as FileName","The application appears to use a variable name in order to define a filename used by the application. It is unclear whether this variable can be controlled by the user - carry out a manual inspection to confirm.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vendor\nette\utils\src\Utils\Reflection.php,205,"				$code = file_get_contents($class->getFileName());",False,"LawnGreen"
3,Medium,"Application Variable Used on System Command Line","The application appears to allow the use of an unvalidated variable when executing a command. Carry out a manual check to determine whether the variable is user-controlled.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vendor\nette\utils\src\Utils\Validators.php,98,"	public static function assert(mixed $value, string $expected, string $label = 'variable'): void",False,"LawnGreen"
3,Medium,"Application Variable Used on System Command Line","The application appears to allow the use of an unvalidated variable when executing a command. Carry out a manual check to determine whether the variable is user-controlled.",Z:\home\stud\EVA_Capstone\VulnerableCode\VPHPA\vendor\nette\utils\src\Utils\Validators.php,131,"			static::assert($array[$key], $expected, str_replace('%', $key, $label));",False,"LawnGreen"
